trip_id,trip_length,sudden_brake,sudden_acceleration,sudden_turn,tight_turn,speeding,sudden_stop,route_deviation,violation_score,trip_rating
1810,9.7,1,0,0,1,1,1,0,22,7.8
1811,5.8,0,0,1,1,1,1,0,20,6.6
1812,6.2,0,0,1,1,1,1,0,20,6.9
1813,41.4,1,1,1,0,1,0,0,18,9.6
1814,42.0,0,2,0,1,1,2,0,30,9.3
1815,31.2,1,1,1,0,0,0,0,12,9.6
1816,5.6,1,0,0,1,1,1,0,22,6.1
1817,36.0,0,1,1,2,1,1,0,30,9.2
1818,27.6,0,0,0,0,1,1,0,11,9.6
1819,9.4,1,1,1,1,1,0,0,24,7.5
1820,6.8,1,1,0,1,0,0,0,15,7.8
1821,25.1,1,1,1,0,0,1,2,31,8.8
1822,39.5,1,1,2,0,0,0,0,15,9.6
1823,1.6,1,1,0,1,1,0,0,21,1.0
1824,20.5,0,0,0,0,1,0,0,6,9.7
1825,14.9,1,0,1,0,1,0,0,14,9.1
1826,23.8,0,0,0,0,1,0,0,6,9.7
1827,21.6,0,0,1,0,1,0,0,9,9.6
1828,34.6,1,0,0,0,1,0,0,11,9.7
1829,46.0,1,2,1,2,0,1,2,47,9.0
1830,19.1,0,0,1,0,0,0,0,3,9.8
1831,10.4,0,0,1,1,1,1,0,20,8.1
1832,26.2,1,0,1,0,1,0,0,14,9.5
1833,41.0,0,0,1,2,2,0,0,27,9.3
1834,6.3,1,0,1,0,0,1,0,13,8.0
1835,29.1,1,0,0,0,0,1,0,10,9.7
1836,21.5,1,0,1,1,0,0,0,14,9.4
1837,16.6,0,0,1,0,1,1,2,28,8.3
1838,22.8,1,1,1,0,0,0,0,12,9.5
1839,48.4,1,2,0,2,1,1,0,36,9.3
1840,27.8,1,1,1,0,0,0,0,12,9.6
1841,39.1,0,2,2,0,1,1,0,25,9.4
1842,47.1,1,1,0,1,1,1,0,26,9.4
1843,13.3,1,1,0,1,0,1,0,20,8.5
1844,14.0,1,0,0,1,1,0,0,17,8.8
1845,35.8,0,1,1,0,1,1,0,18,9.5
1846,10.6,1,1,1,1,1,0,0,24,7.8
1847,23.7,1,0,1,0,1,1,0,19,9.2
1848,1.4,0,0,1,0,1,1,3,35,1.0
1849,26.1,0,1,0,1,1,1,0,21,9.2
1850,32.3,0,0,1,0,1,1,0,14,9.6
1851,39.1,2,1,2,1,1,0,0,32,9.2
1852,29.0,0,0,0,0,1,0,0,6,9.8
1853,44.3,2,2,1,0,2,2,0,43,9.0
1854,41.2,1,0,0,2,2,2,0,39,9.1
1855,27.1,0,1,0,1,0,1,0,15,9.4
1856,19.9,1,1,0,0,1,1,0,20,9.0
1857,4.9,0,1,1,0,0,0,0,7,8.6
1858,26.1,1,1,0,0,1,1,0,20,9.2
1859,46.3,0,0,2,2,0,1,0,23,9.5
1860,48.6,1,1,0,3,0,1,0,32,9.3
1861,13.2,0,1,1,0,0,1,0,12,9.1
1862,2.1,1,0,1,1,0,0,0,14,3.7
1863,1.6,1,1,1,1,0,1,0,23,1.0
1864,43.2,1,2,2,0,2,1,0,36,9.2
1865,20.2,0,1,1,1,0,0,0,13,9.4
1866,30.4,1,0,1,1,0,0,0,14,9.5
1867,18.2,1,1,1,0,0,1,0,17,9.1
1868,41.3,2,0,0,0,0,2,0,20,9.5
1869,25.4,0,0,1,1,0,1,0,14,9.5
1870,43.2,1,0,1,1,2,0,0,26,9.4
1871,20.3,0,0,1,0,1,1,0,14,9.3
1872,36.6,0,1,0,2,0,0,0,16,9.6
1873,14.7,1,0,0,1,1,1,0,22,8.5
1874,4.9,0,1,1,0,0,1,0,12,7.6
1875,21.4,1,1,0,1,0,1,3,41,8.1
1876,18.8,0,1,0,0,1,0,0,10,9.5
1877,10.4,1,1,0,1,1,1,0,26,7.5
1878,48.5,0,0,1,3,0,0,0,21,9.6
1879,21.0,1,0,1,0,1,0,0,14,9.3
1880,48.2,0,1,3,3,1,3,0,52,8.9
1881,1.4,1,1,1,0,1,0,0,18,1.0
1882,13.6,1,0,1,0,0,1,0,13,9.1
1883,27.4,0,1,0,0,0,1,0,9,9.7
1884,29.2,1,0,0,0,1,0,0,11,9.6
1885,28.6,0,1,1,0,1,0,0,13,9.5
1886,39.5,0,0,2,0,1,0,0,12,9.7
1887,4.4,1,1,0,1,1,0,0,21,5.4
1888,7.2,1,1,1,1,0,0,0,18,7.5
1889,26.7,1,1,1,1,1,1,0,29,8.9
1890,36.3,2,0,0,2,0,1,0,27,9.3
1891,24.5,1,1,1,1,1,0,0,24,9.0
1892,5.9,0,1,0,1,0,1,0,15,7.5
1893,47.9,2,0,0,2,1,2,0,38,9.2
1894,19.9,0,0,0,1,1,1,0,17,9.2
1895,22.2,0,0,1,1,0,1,0,14,9.4
1896,33.9,1,1,0,0,0,1,0,14,9.6
1897,24.5,1,1,0,0,1,1,0,20,9.2
1898,22.1,0,1,0,0,1,1,0,15,9.3
1899,45.8,2,2,2,2,1,0,0,42,9.1
1900,18.7,1,1,0,0,1,1,0,20,8.9
1901,24.7,1,0,0,0,1,1,0,16,9.4
1902,21.8,1,1,1,1,0,1,0,23,8.9
1903,29.8,0,1,0,0,1,0,0,10,9.7
1904,29.2,0,1,1,0,0,0,0,7,9.8
1905,31.0,1,0,1,1,0,0,0,14,9.6
1906,38.6,0,1,0,0,0,2,0,14,9.6
1907,31.3,0,0,1,1,0,0,2,23,9.3
1908,49.3,3,0,3,2,0,2,0,46,9.1
1909,26.5,1,1,0,1,1,1,0,26,9.0
1910,16.2,0,1,1,0,0,1,0,12,9.3
1911,7.8,0,1,1,1,0,1,0,18,7.7
1912,44.8,2,0,0,1,1,1,0,27,9.4
1913,49.2,2,2,3,1,2,2,0,55,8.9
1914,45.5,0,2,2,2,1,1,0,37,9.2
1915,36.0,1,1,0,1,0,1,0,20,9.4
1916,8.5,1,1,0,0,1,1,0,20,7.7
1917,29.7,0,0,0,1,0,1,0,11,9.6
1918,31.1,0,0,0,1,1,1,0,17,9.5
1919,13.4,0,0,0,1,0,1,0,11,9.2
1920,2.3,0,0,0,0,1,1,0,11,5.4
1921,5.6,1,0,1,0,1,1,0,19,6.7
1922,34.3,1,1,0,0,0,0,0,9,9.7
1923,41.9,1,0,2,1,0,2,0,27,9.4
1924,2.5,1,0,1,1,1,1,0,25,1.0
1925,27.9,1,0,1,1,0,0,0,14,9.5
1926,31.4,1,1,1,1,0,1,0,23,9.3
1927,19.9,1,0,0,0,1,1,3,37,8.2
1928,27.2,1,1,1,1,0,0,0,18,9.3
1929,23.0,0,0,1,1,0,1,0,14,9.4
1930,2.2,0,1,0,0,1,1,0,15,3.5
1931,23.4,1,0,0,0,0,1,0,10,9.6
1932,43.1,2,1,2,1,2,1,0,43,9.0
1933,34.1,0,1,1,0,0,1,0,12,9.6
1934,25.0,0,0,1,1,0,0,0,9,9.6
1935,31.7,1,0,1,1,1,1,0,25,9.2
1936,46.5,0,0,0,2,2,2,0,34,9.3
1937,26.3,0,1,1,0,1,1,0,18,9.3
1938,10.7,0,1,0,0,1,0,0,10,9.1
1939,48.8,1,2,3,2,1,1,0,45,9.1
1940,39.3,1,0,0,0,0,1,0,10,9.7
1941,14.5,0,1,0,0,1,1,0,15,9.0
1942,23.9,0,0,1,0,0,1,0,8,9.7
1943,19.4,1,0,0,0,0,1,0,10,9.5
1944,4.7,0,1,1,0,0,0,0,7,8.5
1945,14.0,0,1,0,1,0,1,0,15,8.9
1946,6.9,1,0,0,0,0,1,0,10,8.6
1947,16.5,1,0,1,1,1,1,0,25,8.5
1948,12.2,1,1,1,0,0,0,0,12,9.0
1949,15.6,1,0,0,0,0,1,3,31,8.0
1950,23.8,0,1,1,1,1,1,0,24,9.0
1951,21.9,0,1,0,0,0,1,0,9,9.6
1952,31.4,1,0,0,1,1,1,0,22,9.3
1953,19.0,0,1,1,0,0,0,0,7,9.6
1954,21.7,0,1,1,1,1,0,0,19,9.1
1955,0.9,0,0,1,1,1,0,0,15,1.0
1956,43.8,1,1,2,2,2,2,0,49,8.9
1957,49.9,1,0,1,0,1,2,0,24,9.5
1958,45.5,1,1,0,0,0,0,0,9,9.8
1959,47.0,1,0,2,0,2,0,0,23,9.5
1960,13.0,1,1,0,1,1,1,0,26,8.0
1961,21.0,1,0,0,1,0,1,0,16,9.2
1962,29.2,1,1,1,0,0,1,0,17,9.4
1963,12.9,1,1,1,0,1,1,0,23,8.2
1964,28.5,1,0,1,1,1,0,0,20,9.3
1965,24.7,1,1,1,0,1,1,0,23,9.1
1966,34.6,0,1,1,0,1,0,1,20,9.4
1967,32.8,1,1,1,1,0,1,0,23,9.3
1968,3.3,0,1,0,0,1,1,0,15,5.7
1969,17.6,1,1,1,1,0,1,0,23,8.7
1970,28.0,0,0,1,0,0,0,0,3,9.9
1971,3.1,1,1,0,1,1,0,0,21,3.6
1972,33.1,1,0,0,0,0,0,0,5,9.8
1973,7.6,0,1,1,1,0,0,0,13,8.3
1974,40.6,0,1,1,2,0,0,0,19,9.5
1975,25.4,1,1,0,1,1,0,0,21,9.2
1976,10.2,1,0,0,1,0,1,0,16,8.5
1977,30.7,0,0,0,0,1,0,0,6,9.8
1978,14.8,1,1,1,0,1,1,2,37,7.5
1979,32.3,1,0,0,1,0,1,0,16,9.5
1980,10.7,1,1,0,1,0,0,0,15,8.6
1981,19.1,1,1,0,0,1,0,0,15,9.2
1982,49.5,1,1,3,3,2,2,0,58,8.8
1983,7.6,0,1,1,1,0,1,0,18,7.7
1984,8.1,1,0,0,0,0,1,0,10,8.8
1985,2.9,1,1,1,0,0,0,0,12,6.0
1986,16.7,1,1,1,0,1,0,0,18,8.9
1987,8.8,0,0,0,1,0,0,3,27,7.0
1988,8.5,0,1,0,1,0,1,0,15,8.3
1989,26.4,1,1,0,1,1,0,0,21,9.2
1990,35.8,0,1,0,1,1,0,0,16,9.6
1991,18.1,0,0,0,0,0,0,0,0,10.0
1992,2.9,0,1,1,1,1,1,0,24,2.2
1993,16.4,1,0,1,0,1,1,0,19,8.9
1994,30.8,0,1,1,1,0,1,0,18,9.4
1995,2.2,0,1,0,1,0,0,0,10,5.8
1996,39.9,0,0,1,2,0,2,0,25,9.4
1997,6.5,1,0,0,0,0,0,0,5,9.2
1998,25.0,1,0,1,1,1,0,0,20,9.2
1999,26.9,1,0,1,1,0,0,0,14,9.5
2000,38.3,2,1,2,0,1,0,3,47,8.8
2001,38.1,2,1,0,1,0,0,1,27,9.3
2002,28.4,0,1,1,1,0,1,0,18,9.4
2003,38.5,0,1,2,2,2,0,0,34,9.1
2004,15.2,0,0,0,1,1,0,0,12,9.2
2005,29.4,0,1,1,0,0,1,0,12,9.6
2006,15.8,1,1,1,1,0,0,1,25,8.4
2007,26.3,0,0,1,0,0,0,0,3,9.9
2008,15.8,1,1,1,1,0,1,0,23,8.6
2009,11.6,1,1,0,1,1,1,0,26,7.8
2010,14.7,0,0,1,0,1,0,3,30,8.0
2011,26.7,1,1,0,0,1,0,0,15,9.4
2012,7.4,1,1,0,0,0,1,0,14,8.1
2013,43.1,2,1,1,1,1,0,0,29,9.3
2014,47.5,0,0,1,2,1,2,0,31,9.3
2015,43.6,2,1,2,0,2,2,0,42,9.0
2016,46.6,0,2,0,1,0,2,0,24,9.5
2017,14.9,1,1,1,1,0,0,0,18,8.8
2018,42.0,1,1,1,1,2,2,0,40,9.1
2019,18.7,1,1,1,0,0,1,0,17,9.1
2020,37.7,2,2,0,1,0,0,0,24,9.4
2021,47.3,1,1,1,0,2,0,0,24,9.5
2022,34.1,1,0,0,1,0,0,0,11,9.7
2023,19.4,1,1,1,0,1,1,0,23,8.8
2024,28.5,1,1,1,0,0,1,0,17,9.4
2025,29.7,0,0,1,1,1,1,0,20,9.3
2026,5.4,1,0,0,1,0,0,0,11,8.0
2027,1.2,0,1,0,0,1,1,0,15,1.0
2028,14.6,0,0,0,0,0,1,0,5,9.7
2029,22.3,1,1,1,1,0,0,0,18,9.2
2030,12.5,1,1,1,1,1,0,0,24,8.1
2031,44.2,0,2,1,0,1,1,0,22,9.5
2032,49.1,3,1,0,2,2,1,0,48,9.0
2033,33.3,1,1,0,0,0,0,0,9,9.7
2034,38.2,1,1,1,1,0,2,0,28,9.3
2035,47.5,1,0,1,0,1,1,0,19,9.6
2036,20.0,1,0,1,0,0,0,0,8,9.6
2037,18.5,0,1,1,0,0,1,0,12,9.4
2038,10.9,1,1,0,1,0,0,0,15,8.6
2039,8.7,1,0,1,1,1,1,0,25,7.2
2040,29.2,1,1,0,1,0,0,1,22,9.3
2041,36.3,1,1,0,0,0,1,0,14,9.6
2042,37.7,0,0,0,1,0,0,0,6,9.8
2043,37.1,0,2,2,0,0,0,0,14,9.6
2044,24.4,0,1,0,1,1,0,0,16,9.3
2045,10.5,1,1,1,0,0,0,0,12,8.9
2046,39.8,1,1,2,1,0,2,0,31,9.2
2047,18.4,1,1,1,1,0,1,0,23,8.8
2048,43.2,0,2,0,0,0,2,0,18,9.6
2049,10.2,1,1,1,0,1,1,0,23,7.8
2050,32.4,0,1,1,1,0,1,0,18,9.4
2051,33.1,0,1,0,1,1,1,0,21,9.4
2052,38.9,2,1,0,2,2,1,0,43,8.9
2053,47.5,2,2,0,0,1,1,0,29,9.4
2054,20.7,1,1,0,1,1,1,0,26,8.8
2055,17.5,0,0,1,0,0,1,0,8,9.5
2056,3.5,0,0,1,1,1,1,2,34,1.0
2057,44.6,0,2,1,0,1,0,0,17,9.6
2058,6.9,1,1,0,0,1,1,0,20,7.2
2059,3.2,1,0,0,1,0,0,0,11,6.7
2060,14.4,0,0,0,1,1,1,0,17,8.8
2061,30.5,1,1,0,1,0,1,0,20,9.3
2062,4.7,0,1,0,1,0,1,0,15,6.9
2063,18.7,1,1,1,0,0,0,0,12,9.4
2064,45.6,0,2,2,0,2,1,0,31,9.3
2065,4.5,1,0,0,1,1,1,0,22,5.3
2066,29.9,0,0,1,1,0,1,0,14,9.5
2067,13.2,0,1,1,1,0,1,0,18,8.7
2068,26.8,0,0,1,1,1,0,0,15,9.4
2069,40.1,2,0,1,2,1,0,0,31,9.2
2070,32.6,0,0,0,0,0,0,0,0,10.0
2071,40.4,0,2,1,1,2,1,3,55,8.6
2072,30.7,1,0,1,1,1,1,0,25,9.2
2073,1.8,0,1,0,1,0,0,0,10,4.7
2074,29.1,0,1,0,1,0,0,0,10,9.7
2075,38.9,0,2,1,0,1,1,0,22,9.4
2076,0.6,0,1,0,0,0,1,0,9,1.0
2077,47.5,2,1,2,2,1,2,0,48,9.0
2078,17.8,1,1,1,0,1,1,2,37,7.9
2079,43.0,2,0,1,1,1,1,0,30,9.3
2080,16.1,0,0,1,1,0,0,0,9,9.4
2081,8.7,1,1,1,1,0,1,0,23,7.4
2082,19.8,1,0,0,0,1,1,0,16,9.2
2083,22.7,1,0,1,1,1,1,0,25,8.9
2084,34.8,0,0,1,1,0,1,0,14,9.6
2085,11.1,1,0,0,1,0,0,0,11,9.0
2086,33.2,0,1,0,0,1,0,0,10,9.7
2087,18.3,0,0,0,0,0,0,0,0,10.0
2088,26.9,1,0,1,0,0,0,2,22,9.2
2089,7.5,0,0,1,0,1,0,1,16,7.9
2090,33.9,1,0,0,0,1,0,0,11,9.7
2091,33.7,1,1,1,0,0,0,0,12,9.6
2092,2.6,1,0,1,0,0,0,0,8,7.1
2093,7.9,0,0,1,0,0,1,0,8,9.0
2094,0.6,0,1,1,1,1,0,0,19,1.0
2095,30.6,1,1,1,1,0,1,0,23,9.3
2096,34.9,0,0,1,0,1,0,0,9,9.7
2097,2.5,0,1,0,1,1,0,0,16,3.9
2098,27.2,0,1,1,0,1,1,0,18,9.3
2099,21.4,1,0,1,1,0,0,0,14,9.4
2100,14.0,0,1,0,0,0,1,0,9,9.4
2101,4.6,0,1,1,0,0,1,0,12,7.4
2102,48.3,1,1,1,1,2,3,2,59,8.8
2103,14.1,1,0,0,0,1,0,0,11,9.2
2104,19.4,0,0,0,1,1,0,0,12,9.4
2105,28.2,1,0,1,0,0,0,0,8,9.7
2106,2.5,1,0,0,0,0,1,0,10,6.2
2107,41.4,1,2,2,1,1,2,0,41,9.0
2108,36.8,2,0,2,2,2,1,0,45,8.8
2109,26.2,0,1,0,1,0,0,0,10,9.6
2110,9.0,1,1,0,1,1,1,0,26,7.2
2111,6.2,0,0,1,0,0,1,2,22,6.5
2112,36.3,1,0,0,1,1,1,0,22,9.4
2113,43.4,2,2,1,1,1,1,0,38,9.1
2114,22.6,1,0,1,1,1,1,0,25,8.9
2115,6.5,1,0,1,1,1,0,0,20,7.0
2116,7.8,0,1,0,1,0,0,0,10,8.7
2117,8.5,0,1,0,1,0,1,0,15,8.3
2118,9.3,0,0,1,0,1,0,2,23,7.6
2119,16.6,1,0,1,1,1,1,0,25,8.5
2120,3.6,0,0,1,0,1,1,0,14,6.2
2121,36.0,2,1,1,1,1,0,0,29,9.2
2122,48.9,0,0,2,1,2,2,0,34,9.3
2123,39.9,1,1,2,2,1,1,0,38,9.1
2124,32.2,1,1,1,0,1,1,0,23,9.3
2125,6.8,1,0,1,0,0,0,0,8,8.9
2126,47.1,0,0,1,0,1,1,0,14,9.7
2127,45.8,2,0,0,2,1,0,0,28,9.4
2128,2.4,0,0,1,0,0,0,3,24,1.0
2129,33.6,1,1,0,0,0,0,0,9,9.7
2130,38.4,1,2,1,1,0,2,2,46,8.8
2131,22.3,1,0,0,0,0,0,0,5,9.8
2132,9.7,0,0,0,1,0,1,0,11,8.9
2133,14.3,0,1,0,0,1,1,0,15,9.0
2134,9.8,0,1,0,0,0,0,0,4,9.6
2135,42.7,0,2,2,0,0,0,0,14,9.7
2136,16.8,1,0,0,0,1,0,0,11,9.3
2137,14.1,0,1,0,0,1,0,0,10,9.3
2138,36.5,2,2,0,1,0,1,0,29,9.2
2139,26.9,0,1,1,1,0,1,0,18,9.3
2140,43.4,0,2,2,2,2,2,0,48,8.9
2141,13.5,0,1,1,1,1,0,0,19,8.6
2142,10.4,0,1,1,1,0,1,0,18,8.3
2143,29.6,0,1,1,0,0,1,3,33,8.9
2144,15.7,0,0,0,0,1,0,0,6,9.6
2145,6.3,1,1,1,1,0,1,0,23,6.4
2146,15.1,0,1,1,0,1,0,0,13,9.1
2147,37.0,0,1,2,0,1,2,0,26,9.3
2148,23.0,0,0,0,1,1,0,0,12,9.5
2149,12.0,0,0,0,1,1,0,0,12,9.0
2150,6.2,1,1,1,1,0,0,0,18,7.2
2151,44.4,0,0,0,1,1,1,0,17,9.6
2152,43.0,2,1,1,1,2,2,0,45,9.0
2153,47.3,1,0,0,0,1,0,0,11,9.8
2154,0.7,1,0,0,0,1,1,0,16,1.0
2155,6.0,0,0,0,1,1,1,0,17,7.2
2156,21.7,0,0,1,0,0,0,0,3,9.9
2157,21.3,1,0,0,0,1,1,0,16,9.3
2158,12.5,1,0,1,1,1,1,0,25,8.0
2159,37.3,0,1,1,1,2,0,0,25,9.3
2160,1.4,1,0,0,1,0,1,0,16,1.0
2161,22.1,0,0,1,0,0,1,0,8,9.6
2162,49.5,1,1,2,3,2,2,0,55,8.9
2163,13.8,0,0,1,0,0,1,0,8,9.4
2164,41.8,2,2,0,1,0,2,0,34,9.2
2165,25.5,1,1,1,1,1,1,0,29,8.9
2166,33.9,0,1,0,0,0,0,0,4,9.9
2167,14.9,0,0,0,1,0,1,0,11,9.3
2168,34.9,0,0,1,0,0,1,0,8,9.8
2169,18.8,1,1,1,1,0,0,0,18,9.1
2170,48.2,0,1,3,2,2,1,0,42,9.1
2171,45.1,2,1,2,0,1,2,0,36,9.2
2172,24.5,1,0,0,0,0,1,0,10,9.6
2173,41.4,1,2,2,0,0,1,0,24,9.4
2174,21.5,1,1,1,0,0,0,0,12,9.4
2175,4.5,0,1,0,1,1,0,2,30,3.6
2176,13.5,1,1,1,1,0,1,0,23,8.3
2177,8.1,0,0,1,0,1,1,0,14,8.3
2178,49.4,3,1,0,3,0,2,0,47,9.1
2179,13.5,0,0,1,0,1,0,0,9,9.3
2180,12.9,1,0,1,0,1,0,0,14,8.9
2181,48.4,0,3,2,1,0,3,0,39,9.2
2182,24.7,1,1,1,1,0,0,0,18,9.3
2183,16.5,0,1,0,1,1,1,0,21,8.7
2184,47.5,1,0,2,2,2,2,1,52,8.9
2185,42.8,2,0,1,2,2,2,0,47,8.9
2186,35.6,0,1,1,0,0,1,0,12,9.7
2187,3.9,0,1,1,1,1,0,0,19,5.3
2188,28.0,0,0,1,1,1,1,0,20,9.3
2189,6.7,1,0,1,1,1,1,0,25,6.4
2190,29.9,1,0,1,0,1,0,0,14,9.5
2191,24.3,0,1,1,0,1,0,0,13,9.5
2192,27.6,0,0,1,0,0,0,0,3,9.9
2193,34.1,0,0,0,0,1,0,0,6,9.8
2194,6.6,0,0,0,0,0,0,0,0,10.0
2195,21.9,1,0,0,1,0,0,0,11,9.5
2196,5.5,0,1,1,0,0,0,2,21,6.3
2197,2.3,1,0,1,0,0,1,0,13,4.7
2198,15.6,0,1,1,1,1,0,0,19,8.8
2199,37.1,1,2,2,1,2,0,0,37,9.0
2200,34.1,0,0,0,1,1,0,0,12,9.6
2201,43.7,2,1,1,0,1,2,0,33,9.2
2202,46.2,2,0,2,2,1,2,0,44,9.0
2203,39.5,0,2,1,2,2,1,0,40,9.0
2204,45.2,1,0,1,0,2,1,0,25,9.4
2205,16.4,1,0,1,1,0,0,0,14,9.2
2206,14.1,1,1,0,1,0,1,2,34,7.6
2207,14.2,0,1,1,1,1,1,0,24,8.3
2208,4.3,1,0,1,0,1,0,0,14,6.9
2209,34.9,1,0,1,0,0,1,0,13,9.6
2210,25.5,0,0,1,1,1,0,0,15,9.4
2211,26.6,0,1,1,0,0,1,0,12,9.6
2212,25.3,1,1,0,1,0,1,0,20,9.2
2213,49.9,0,0,2,3,3,2,0,52,9.0
2214,31.7,0,1,0,1,1,1,0,21,9.3
2215,41.7,2,2,0,1,0,0,0,24,9.4
2216,12.0,0,1,1,1,1,1,0,24,8.0
2217,31.0,1,1,0,0,1,1,0,20,9.4
2218,25.4,1,0,0,0,0,1,0,10,9.6
2219,5.4,1,1,1,0,0,1,0,17,6.9
2220,43.3,0,2,2,0,2,2,0,36,9.2
2221,45.1,1,0,2,0,2,1,0,28,9.4
2222,33.2,1,1,0,1,1,1,0,26,9.2
2223,30.2,1,0,0,1,1,1,0,22,9.3
2224,10.7,0,0,0,1,1,0,0,12,8.9
2225,15.9,1,1,0,1,0,1,0,20,8.8
2226,28.7,0,0,0,0,0,0,0,0,10.0
2227,5.6,1,0,1,0,0,0,0,8,8.6
2228,22.7,1,0,1,1,0,0,0,14,9.4
2229,15.0,0,1,0,0,0,1,0,9,9.4
2230,40.8,0,0,1,2,1,2,0,31,9.2
2231,6.2,1,1,0,1,1,0,0,21,6.7
2232,20.3,0,1,1,1,0,0,0,13,9.4
2233,25.7,0,0,1,0,0,0,0,3,9.9
2234,21.9,1,0,0,1,1,0,0,17,9.2
2235,26.0,1,0,1,1,1,1,2,39,8.5
2236,15.6,0,1,1,0,1,1,0,18,8.9
2237,15.2,0,0,1,1,1,1,0,20,8.7
2238,43.6,0,1,0,0,0,0,0,4,9.9
2239,36.8,2,2,0,2,2,1,0,47,8.7
2240,49.9,0,0,3,1,3,2,0,43,9.1
2241,44.8,1,2,0,2,2,0,0,37,9.2
2242,35.3,1,0,0,0,1,0,0,11,9.7
2243,28.1,0,1,0,1,0,0,0,10,9.6
2244,28.7,0,1,1,1,0,1,0,18,9.4
2245,9.8,0,0,0,1,1,0,0,12,8.8
2246,43.9,2,1,1,1,1,1,0,34,9.2
2247,42.0,1,1,2,2,0,0,0,27,9.4
2248,13.4,1,1,1,1,0,1,0,23,8.3
2249,26.6,0,1,0,1,0,0,0,10,9.6
2250,46.3,2,2,0,1,2,1,0,41,9.1
2251,26.8,1,0,1,1,1,0,0,20,9.3
2252,1.2,1,1,0,0,1,1,0,20,1.0
2253,4.5,0,0,1,0,1,1,0,14,7.0
2254,20.2,0,1,1,1,0,0,0,13,9.4
2255,40.3,2,0,1,0,1,0,0,19,9.5
2256,8.9,0,1,0,0,0,0,0,4,9.6
2257,15.2,1,1,1,0,0,1,3,38,7.5
2258,3.7,0,0,0,1,0,0,0,6,8.4
2259,28.3,0,1,0,1,0,1,0,15,9.5
2260,5.2,1,0,0,0,0,1,0,10,8.1
2261,11.8,1,1,1,1,0,0,0,18,8.5
2262,44.3,1,1,1,2,2,0,0,36,9.2
2263,12.6,1,1,0,1,0,0,3,36,7.2
2264,5.6,0,1,0,0,1,1,0,15,7.4
2265,29.9,1,0,0,0,1,1,0,16,9.5
2266,22.3,0,1,0,1,1,1,0,21,9.1
2267,44.6,1,1,2,0,0,0,0,15,9.7
2268,18.8,0,1,0,0,1,1,0,15,9.2
2269,8.2,1,0,0,1,1,0,0,17,8.0
2270,42.3,1,0,1,0,2,1,0,25,9.4
2271,42.4,2,0,2,0,2,0,0,28,9.3
2272,12.7,1,1,0,0,0,1,0,14,8.9
2273,21.8,1,1,0,0,1,0,0,15,9.3
2274,33.3,0,1,0,1,0,1,0,15,9.6
2275,21.7,0,1,0,0,0,0,2,18,9.2
2276,5.5,0,0,1,1,0,1,0,14,7.5
2277,0.7,1,1,0,1,1,1,0,26,1.0
2278,32.9,0,0,0,0,0,1,0,5,9.8
2279,46.4,2,1,1,0,2,2,0,39,9.2
2280,46.4,1,2,1,1,0,0,0,22,9.5
2281,4.1,0,0,1,1,1,1,0,20,5.3
2282,29.1,0,0,0,1,0,1,3,32,8.9
2283,1.8,0,0,1,0,1,0,0,9,5.4
2284,2.0,1,0,0,0,1,1,0,16,2.5
2285,39.4,1,2,1,2,1,0,0,34,9.1
2286,39.7,1,2,1,2,0,2,0,38,9.0
2287,8.4,0,1,1,0,0,1,0,12,8.6
2288,37.6,2,1,2,0,1,2,0,36,9.0
2289,47.6,0,2,1,2,0,2,0,33,9.3
2290,21.7,1,0,1,1,1,0,0,20,9.1
2291,23.5,0,1,0,0,0,0,0,4,9.8
2292,43.8,1,1,0,0,1,1,0,20,9.5
2293,27.9,1,1,1,1,0,0,0,18,9.4
2294,28.5,1,0,1,0,0,1,0,13,9.5
2295,7.3,0,0,1,0,0,0,0,3,9.6
2296,43.7,1,2,0,1,1,0,0,25,9.4
2297,21.8,0,1,1,1,1,0,0,19,9.1
2298,48.4,3,3,1,2,3,2,0,70,8.6
2299,44.8,1,0,1,2,1,1,0,31,9.3
2300,43.9,2,1,0,1,0,2,0,30,9.3
2301,26.1,1,1,0,0,0,0,0,9,9.7
2302,39.9,1,0,1,1,0,2,0,24,9.4
2303,11.9,1,1,0,0,1,0,0,15,8.8
2304,29.6,1,1,1,0,0,0,0,12,9.6
2305,8.2,1,0,1,0,0,1,0,13,8.4
2306,21.5,0,0,0,0,1,0,0,6,9.7
2307,16.5,1,0,0,1,1,1,0,22,8.7
2308,20.5,0,0,1,1,1,0,0,15,9.3
2309,19.2,1,0,1,0,1,1,0,19,9.0
2310,4.2,0,1,1,1,0,1,0,18,5.9
2311,21.5,1,0,0,0,0,1,0,10,9.5
2312,42.4,1,2,0,1,0,0,0,19,9.6
2313,46.2,2,0,2,0,2,0,0,28,9.4
2314,12.1,0,1,0,0,1,1,0,15,8.8
2315,40.4,2,0,0,1,2,0,0,28,9.3
2316,33.1,0,1,0,0,0,0,0,4,9.9
2317,44.8,2,0,2,2,1,1,0,39,9.1
2318,49.2,0,1,0,1,1,1,0,21,9.6
2319,5.5,0,1,1,0,0,1,0,12,7.9
2320,24.5,0,0,0,1,1,1,0,17,9.3
2321,42.6,0,0,0,2,0,1,2,31,9.3
2322,48.4,1,1,1,0,0,1,0,17,9.7
2323,5.6,1,1,1,1,0,0,2,32,4.4
2324,25.8,0,0,0,0,0,1,0,5,9.8
2325,32.7,0,0,0,0,1,1,0,11,9.7
