time,latitude,longitude,speed,speed_limit,acceleration,heading,yaw_rate,steering_angle,jerk,traffic_condition,road_condition,road_type,time_of_day,sudden_brake,sudden_acceleration,sudden_stop,sudden_turn,tight_turn,speeding,anomaly_explanation
1436,43.51543,77.50108,53.24,60,-2.02,252.31,0.44,0.22,-1.0,0,0,2,3,0,0,0,0,0,0,
1437,43.51501,77.49951,47.61,60,-3.0,255.02,1.34,0.7,-0.98,0,0,2,0,0,0,0,0,0,0,
1438,43.51463,77.49797,29.91,40,-3.0,256.14,0.64,0.48,0.0,1,0,1,2,0,0,0,0,0,0,
1439,43.51242,77.48812,23.88,60,-0.92,257.35,1.09,0.97,1.0,2,3,2,3,0,0,0,0,0,0,
1440,43.51211,77.48647,27.71,60,2.0,259.36,1.59,1.27,1.0,1,1,2,0,0,0,0,0,0,0,
1441,43.51148,77.48288,44.1,100,-3.0,260.05,0.14,0.08,-1.0,2,1,0,2,0,0,0,0,0,0,
1442,43.51125,77.48135,15.27,40,-0.86,261.45,1.39,1.65,1.0,2,3,1,1,0,0,0,0,0,0,
1443,43.51113,77.48019,42.03,60,2.0,264.09,1.46,0.84,1.0,1,1,2,3,0,0,0,0,0,0,
1444,43.51083,77.47752,44.69,60,2.0,263.59,0.26,0.14,0.0,1,0,2,1,0,0,0,0,0,0,
1445,43.51071,77.47609,52.54,100,-3.0,265.2,0.28,0.14,-1.0,0,3,0,1,0,0,0,0,0,0,
1446,43.5106,77.47471,18.62,40,-3.0,265.44,0.2,0.21,0.0,2,2,1,3,0,0,0,0,0,0,
1447,43.51045,77.47298,33.15,60,2.0,265.04,0.27,0.19,1.0,1,1,2,3,0,0,0,0,0,0,
1448,43.51007,77.46946,70.09,100,2.0,263.84,0.18,0.09,0.0,1,1,0,0,0,0,0,0,0,0,
1449,43.50843,77.45666,66.72,100,-3.0,262.7,0.17,0.09,-1.0,0,1,0,1,0,0,0,0,0,0,
1450,43.50827,77.45533,53.35,100,-6.01,263.14,0.08,0.04,-3.52,0,3,0,1,1,0,0,0,0,0,Sudden brake with acceleration -6.01 m/s² (below -6 threshold)
1451,43.5072,77.44448,34.77,40,-3.0,264.37,0.83,0.72,0.0,0,0,1,3,0,0,0,0,0,0,
1452,43.50712,77.44381,39.95,60,0.87,263.19,0.68,0.41,1.0,1,0,2,0,0,0,0,0,0,0,
1453,43.50692,77.44163,72.82,40,2.0,264.76,0.99,0.81,1.0,1,1,1,0,0,0,0,0,0,0,
1454,43.50687,77.44066,0.0,100,-6.16,267.05,0.34,0.17,-4.23,0,2,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 72.8 km/h and hard braking (-6.16 m/s²)
1455,43.50671,77.43765,32.95,40,-3.0,266.96,0.05,0.03,-1.0,1,0,1,3,0,0,0,0,0,0,
1456,43.50668,77.43693,30.01,40,2.0,267.61,0.38,0.28,1.0,1,0,1,0,0,0,0,0,0,0,
1457,43.50667,77.43632,73.4,100,2.0,269.06,0.22,0.11,0.0,1,0,0,1,0,0,0,0,0,0,
1458,43.5067,77.43558,61.93,100,2.0,272.32,0.49,0.24,0.0,1,1,0,3,0,0,0,0,0,0,
1459,43.5067,77.43482,89.44,100,-3.0,270.0,0.35,0.17,-1.0,0,0,0,2,0,0,0,0,0,0,
1460,43.50663,77.43361,50.48,100,-1.75,266.69,0.6,0.3,1.0,1,1,0,3,0,0,0,0,0,0,
1461,43.50659,77.43302,85.24,100,-3.0,266.12,0.09,0.04,-1.0,1,0,0,3,0,0,0,0,0,0,
1462,43.50652,77.43241,24.62,40,-3.0,263.45,1.8,1.56,0.0,2,0,1,0,0,0,0,0,0,0,
1463,43.50643,77.43184,26.02,40,2.0,261.03,1.56,1.3,1.0,1,0,1,1,0,0,0,0,0,0,
1464,43.50634,77.43103,47.72,100,2.0,263.66,0.5,0.26,0.0,0,2,0,3,0,0,0,0,0,0,
1465,43.50629,77.43011,54.79,100,-3.0,266.89,0.54,0.27,-1.0,2,0,0,1,0,0,0,0,0,0,
1466,43.50629,77.42878,34.83,40,-3.0,270.0,1.56,1.05,0.0,0,0,1,2,0,0,0,0,0,0,
1467,43.5063,77.42754,39.81,40,-1.98,308.17,54.24,47.84,1.0,2,0,1,0,0,0,0,0,1,0,Tight turn with steering angle 47.84 deg (above 35 threshold) and yaw rate 54.24 deg/s
1468,43.50638,77.42336,0.0,100,-8.98,271.1,0.1,0.05,-3.36,1,0,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 39.8 km/h and hard braking (-8.98 m/s²)
1469,43.50638,77.42225,20.16,40,-3.4,329.09,59.96,39.31,0.0,0,0,1,3,0,0,0,0,1,0,Tight turn with steering angle 39.31 deg (above 35 threshold) and yaw rate 59.96 deg/s
1470,43.50636,77.42133,67.69,100,2.0,268.75,0.19,0.09,0.0,1,1,0,1,0,0,0,0,0,0,
1471,43.50629,77.41982,77.43,100,-3.0,267.35,0.21,0.11,-1.0,0,0,0,3,0,0,0,0,0,0,
1472,43.50622,77.41877,24.27,40,-3.0,266.19,0.79,0.69,0.0,2,0,1,2,0,0,0,0,0,0,
1473,43.5061,77.41753,64.06,100,2.0,264.47,0.26,0.13,1.0,1,0,0,3,0,0,0,0,0,0,
1474,43.50601,77.4166,29.84,40,2.0,264.47,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,
1475,43.50591,77.41559,87.97,100,-3.0,264.35,0.02,0.01,-1.0,0,0,0,2,0,0,0,0,0,0,
1476,43.50582,77.41442,20.0,40,5.84,265.6,1.09,1.16,2.25,0,1,1,3,0,1,0,0,0,0,Sudden acceleration with acceleration 5.84 m/s² (above +2 threshold)
1477,43.50572,77.41284,25.56,100,-7.98,266.38,0.12,0.06,-3.32,0,1,0,3,1,0,0,0,0,0,Sudden brake with acceleration -7.98 m/s² (below -6 threshold)
1478,43.50568,77.41139,66.83,60,-3.0,268.42,1.48,1.09,-1.0,1,2,2,0,0,0,0,0,0,0,
1479,43.5055,77.39875,27.3,40,2.0,269.18,0.47,0.38,1.0,1,0,1,2,0,0,0,0,0,0,
1480,43.50542,77.39687,84.6,100,2.0,267.56,0.24,0.12,0.0,0,0,0,3,0,0,0,0,0,0,
1481,43.50528,77.39526,37.62,40,-3.0,265.03,1.19,0.75,-1.0,0,0,1,3,0,0,0,0,0,0,
1482,43.50513,77.39386,50.68,100,2.0,263.88,0.21,0.1,1.0,0,3,0,2,0,0,0,0,0,0,
1483,43.50493,77.39243,54.13,100,2.0,262.04,0.31,0.16,0.0,2,0,0,2,0,0,0,0,0,0,
1484,43.50464,77.39075,82.95,100,-3.0,260.21,0.27,0.14,-1.0,0,0,0,3,0,0,0,0,0,0,
1485,43.50436,77.38939,31.03,40,-0.7,258.37,1.02,0.75,1.0,2,0,1,2,0,0,0,0,0,0,
1486,43.50402,77.38794,81.26,100,2.0,256.8,0.23,0.12,1.0,0,0,0,3,0,0,0,0,0,0,
1487,43.50202,77.38,43.42,100,2.0,255.86,0.19,0.11,0.0,1,3,0,2,0,0,0,0,0,0,
1488,43.50181,77.37914,91.05,100,-3.0,256.28,0.06,0.03,-1.0,0,0,0,1,0,0,0,0,0,0,
1489,43.50144,77.3777,35.85,40,-3.0,255.59,0.34,0.22,0.0,0,0,1,2,0,0,0,0,0,0,
1490,43.5011,77.37645,35.55,60,-2.64,274.35,28.83,23.06,0.36,0,2,2,1,0,0,0,1,0,0,Sudden turn with yaw rate 28.83 deg/s (above 25 threshold) at speed 35.55 km/h
1491,43.50078,77.37535,29.51,40,-3.0,253.78,0.58,0.44,-0.36,1,0,1,2,0,0,0,0,0,0,
1492,43.49952,77.37122,53.34,40,2.0,253.03,1.29,2.33,1.0,2,3,1,1,0,0,0,0,0,0,
1493,43.49926,77.37037,0.0,100,-6.09,252.99,0.01,0.0,-3.26,1,1,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 53.3 km/h and hard braking (-6.09 m/s²)
1494,43.49906,77.36974,11.36,40,-3.0,252.39,0.74,1.04,-1.0,2,1,1,3,0,0,0,0,0,0,
1495,43.49853,77.36798,30.59,40,2.0,253.24,0.48,0.35,1.0,1,1,1,1,0,0,0,0,0,0,
1496,43.49836,77.36739,31.11,40,-3.0,253.93,0.38,0.28,-1.0,1,0,1,1,0,0,0,0,0,0,
1497,43.49823,77.36683,21.11,40,2.0,256.93,2.3,2.22,1.0,1,2,1,2,0,0,0,0,0,0,
1498,43.49811,77.36626,71.57,100,2.0,258.11,0.18,0.09,0.0,0,2,0,2,0,0,0,0,0,0,
1499,43.49798,77.3657,63.35,100,-3.0,256.93,0.18,0.09,-1.0,0,1,0,3,0,0,0,0,0,0,
1500,43.49782,77.36514,26.65,40,-3.0,254.05,1.82,1.49,0.0,0,0,1,3,0,0,0,0,0,0,
1501,43.49728,77.3634,23.45,40,1.39,252.76,0.91,0.82,1.0,0,3,1,3,0,0,0,0,0,0,
1502,43.49707,77.36277,29.99,40,2.0,251.57,0.68,0.51,0.61,0,0,1,2,0,0,0,0,0,0,
1503,43.49682,77.36216,55.31,100,0.94,247.71,0.64,0.32,-1.0,2,1,0,3,0,0,0,0,0,0,
1504,43.49658,77.36153,22.57,40,-1.2,299.37,46.83,40.62,-1.0,1,0,1,3,0,0,0,0,1,0,Tight turn with steering angle 40.62 deg (above 35 threshold) and yaw rate 46.83 deg/s
1505,43.49638,77.36095,19.21,40,-1.97,250.97,1.51,1.55,1.0,2,2,1,0,0,0,0,0,0,0,
1506,43.49624,77.36047,27.52,40,2.0,253.74,1.7,1.36,1.0,1,0,1,1,0,0,0,0,0,0,
1507,43.49597,77.35959,64.29,40,2.0,252.94,0.39,0.25,0.0,0,0,1,1,0,0,0,0,0,0,
1508,43.49427,77.35404,0.0,100,-8.02,252.97,0.0,0.0,-3.59,1,0,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 64.3 km/h and hard braking (-8.02 m/s²)
1509,43.49407,77.35338,33.79,40,5.7,253.14,0.09,0.06,3.69,1,2,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 5.7 m/s² (above +2 threshold)
1510,43.49403,77.35326,47.34,40,2.0,251.57,1.28,1.3,1.0,2,2,1,2,0,0,0,0,0,0,
1511,43.49377,77.3524,52.27,60,2.0,253.18,0.73,0.37,0.0,0,0,2,3,0,0,0,0,0,0,
1512,43.49374,77.3523,42.77,100,-3.0,253.3,0.03,0.01,-1.0,2,1,0,3,0,0,0,0,0,0,
1513,43.49329,77.35081,36.89,60,2.0,253.19,0.07,0.04,1.0,2,0,2,0,0,0,0,0,0,0,
1514,43.49299,77.34994,68.37,100,-3.0,250.97,0.33,0.17,-1.0,1,0,0,2,0,0,0,0,0,0,
1515,43.49249,77.34859,65.06,40,-1.38,249.68,1.18,1.32,1.0,1,3,1,3,0,0,0,0,0,0,
1516,43.49206,77.34752,0.0,100,-7.18,248.11,0.24,0.12,-2.4,1,0,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 65.1 km/h and hard braking (-7.18 m/s²)
1517,43.49168,77.34664,40.64,40,-3.0,246.64,0.64,0.38,-1.0,0,0,1,1,0,0,0,0,0,0,
1518,43.49116,77.34545,27.13,40,-0.57,246.4,0.15,0.12,1.0,0,0,1,2,0,0,0,0,0,0,
1519,43.49081,77.34452,39.27,40,2.0,249.38,1.35,0.82,1.0,0,0,1,3,0,0,0,0,0,0,
1520,43.49048,77.34379,38.12,60,-2.88,245.67,2.23,1.39,-1.0,0,2,2,3,0,0,0,0,0,0,
1521,43.48994,77.34272,32.37,100,-3.0,243.22,0.66,0.46,-0.12,2,3,0,0,0,0,0,0,0,0,
1522,43.48955,77.34206,41.07,40,2.0,239.42,2.38,1.94,1.0,0,0,1,1,0,0,0,0,0,0,
1523,43.48921,77.34155,0.0,100,-7.74,236.31,0.68,0.4,-4.17,2,2,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 41.1 km/h and hard braking (-7.74 m/s²)
1524,43.48884,77.34101,71.84,100,-3.0,235.58,0.11,0.05,-1.0,0,1,0,1,0,0,0,0,0,0,
1525,43.48876,77.34086,13.29,40,-1.98,275.82,58.5,48.87,0.0,1,1,1,0,0,0,0,0,1,0,Tight turn with steering angle 48.87 deg (above 35 threshold) and yaw rate 58.5 deg/s
1526,43.48861,77.34055,26.52,40,2.0,244.18,1.43,1.17,1.0,1,0,1,1,0,0,0,0,0,0,
1527,43.48832,77.34001,118.4,100,2.0,241.76,0.36,0.18,0.0,1,0,0,2,0,0,0,0,0,1,Speeding at 118.4 km/h with limit 100 km/h (18% over)
1528,43.48768,77.3388,78.51,100,-3.0,242.12,0.05,0.03,-1.0,1,0,0,2,0,0,0,0,0,0,
1529,43.48706,77.33773,69.25,100,-5.47,239.91,0.33,0.17,-3.57,1,0,0,1,1,0,0,0,0,0,Sudden brake with acceleration -5.47 m/s² (below -6 threshold)
1530,43.48655,77.33688,57.82,100,-3.0,239.04,0.16,0.09,0.0,2,3,0,2,0,0,0,0,0,0,
1531,43.48582,77.33579,17.23,40,-3.0,236.19,2.56,2.82,0.0,1,0,1,0,0,0,0,0,0,0,
1532,43.48529,77.33501,56.91,40,2.0,235.8,0.32,0.34,1.0,2,0,1,3,0,0,0,0,0,1,Speeding at 56.91 km/h with limit 40 km/h (42% over)
1533,43.4848,77.33425,50.67,100,-1.78,237.19,0.25,0.12,-1.0,2,0,0,3,0,0,0,0,0,0,
1534,43.48409,77.33305,64.94,40,2.0,239.39,2.26,2.77,1.0,0,3,1,0,0,0,0,0,0,0,
1535,43.48335,77.33171,0.0,100,-6.43,241.09,0.26,0.13,-4.75,0,0,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 64.9 km/h and hard braking (-6.43 m/s²)
1536,43.481,77.32719,50.32,100,-3.0,242.53,0.26,0.13,-1.0,1,2,0,1,0,0,0,0,0,0,
1537,43.48036,77.32596,48.56,100,-3.0,242.51,0.0,0.0,0.0,1,2,0,3,0,0,0,0,0,0,
1538,43.47977,77.32475,24.59,40,-3.0,244.01,1.01,0.88,0.0,2,0,1,2,0,0,0,0,0,0,
1539,43.47939,77.32391,15.43,40,2.0,245.66,1.62,1.91,1.0,1,2,1,3,0,0,0,0,0,0,
1540,43.47886,77.32263,40.71,40,2.0,247.51,0.81,0.48,0.0,0,0,1,2,0,0,0,0,0,0,
1541,43.47859,77.32192,79.8,100,-3.0,249.18,0.25,0.13,-1.0,1,0,0,1,0,0,0,0,0,0,
1542,43.47833,77.32129,25.23,40,-3.0,247.57,1.06,0.9,0.0,0,3,1,2,0,0,0,0,0,0,
1543,43.47576,77.31492,57.83,100,-3.0,248.03,0.07,0.04,0.0,2,0,0,1,0,0,0,0,0,0,
1544,43.47559,77.3145,16.05,40,-3.0,247.96,0.06,0.07,0.0,2,0,1,1,0,0,0,0,0,0,
1545,43.47436,77.31143,25.92,40,2.0,248.17,0.13,0.11,1.0,1,2,1,2,0,0,0,0,0,0,
1546,43.47394,77.31044,89.83,100,-2.42,247.01,0.17,0.09,-1.0,0,0,0,3,0,0,0,0,0,0,
1547,43.4711,77.3039,20.11,40,-3.0,246.53,0.39,0.38,-0.58,0,2,1,2,0,0,0,0,0,0,
1548,43.47068,77.30286,55.77,60,1.94,248.01,0.63,0.32,1.0,1,0,2,2,0,0,0,0,0,0,
1549,43.47034,77.30198,24.75,40,-3.0,248.88,0.58,0.5,-1.0,0,2,1,1,0,0,0,0,0,0,
1550,43.46997,77.30092,70.42,60,2.0,250.76,1.47,1.14,1.0,1,0,2,3,0,0,0,0,0,1,Speeding at 70.42 km/h with limit 60 km/h (17% over)
1551,43.46953,77.2996,35.13,40,-0.3,251.57,0.4,0.27,-1.0,0,1,1,3,0,0,0,0,0,0,
1552,43.46912,77.29818,27.69,40,1.19,253.89,1.43,1.13,1.0,0,0,1,0,0,0,0,0,0,0,
1553,43.46884,77.29711,37.99,40,2.0,255.34,0.67,0.42,0.81,0,0,1,1,0,0,0,0,0,0,
1554,43.46863,77.29624,93.08,100,2.0,256.43,0.16,0.08,0.0,0,0,0,3,0,0,0,0,0,0,
1555,43.4684,77.29516,58.34,100,-3.0,257.98,0.23,0.12,-1.0,1,1,0,2,0,0,0,0,0,0,
1556,43.46743,77.29046,0.0,100,-6.15,258.34,0.06,0.03,-3.61,1,0,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 58.3 km/h and hard braking (-6.15 m/s²)
1557,43.46714,77.28917,40.0,100,-3.69,301.44,47.4,35.27,-1.0,2,0,0,1,0,0,0,0,1,0,Tight turn with steering angle 35.27 deg (above 35 threshold) and yaw rate 47.4 deg/s
1558,43.46683,77.28789,34.36,40,-3.0,256.39,0.48,0.32,0.0,0,0,1,1,0,0,0,0,0,0,
1559,43.46507,77.28106,35.65,60,1.2,255.55,0.53,0.35,1.0,2,0,2,1,0,0,0,0,0,0,
1560,43.46481,77.28005,37.23,40,-6.67,255.56,0.01,0.0,-2.8,0,1,1,3,1,0,0,0,0,0,Sudden brake with acceleration -6.67 m/s² (below -6 threshold)
1561,43.46444,77.27853,24.76,40,2.0,256.32,0.48,0.39,1.0,1,0,1,3,0,0,0,0,0,0,
1562,43.46422,77.27756,40.0,100,-1.61,289.43,58.96,42.59,-1.0,1,0,0,3,0,0,0,0,1,0,Tight turn with steering angle 42.59 deg (above 35 threshold) and yaw rate 58.96 deg/s
1563,43.46396,77.27621,23.45,40,-3.0,259.1,1.32,1.18,-1.0,1,1,1,0,0,0,0,0,0,0,
1564,43.46379,77.27519,52.03,60,2.0,260.54,0.66,0.33,1.0,0,0,2,0,0,0,0,0,0,0,
1565,43.46373,77.27469,42.5,60,2.0,263.16,1.43,0.82,0.0,2,1,2,2,0,0,0,0,0,0,
1566,43.46367,77.27412,85.75,100,2.0,263.99,0.13,0.06,0.0,0,0,0,1,0,0,0,0,0,0,
1567,43.46365,77.2736,72.97,100,-3.0,285.67,30.92,24.73,-1.0,0,0,0,1,0,0,0,1,0,0,Sudden turn with yaw rate 30.92 deg/s (above 25 threshold) at speed 72.97 km/h
1568,43.46362,77.27315,28.03,40,-3.0,266.19,0.98,0.77,0.0,1,0,1,3,0,0,0,0,0,0,
1569,43.46359,77.27275,33.23,60,-0.37,265.71,0.32,0.22,1.0,2,0,2,0,0,0,0,0,0,0,
1570,43.46354,77.27229,27.14,60,2.0,263.8,1.55,1.25,1.0,2,1,2,3,0,0,0,0,0,0,
1571,43.46327,77.27029,58.19,100,2.0,262.31,0.24,0.12,0.0,2,0,0,2,0,0,0,0,0,0,
1572,43.46318,77.26971,61.1,100,-3.0,261.18,0.17,0.09,-1.0,2,0,0,2,0,0,0,0,0,0,
1573,43.46291,77.26835,29.61,40,-3.0,258.77,1.39,1.05,0.0,1,0,1,3,0,0,0,0,0,0,
1574,43.4628,77.26766,25.91,40,2.0,260.94,1.4,1.17,1.0,0,0,1,1,0,0,0,0,0,0,
1575,43.46259,77.26627,42.06,60,2.0,261.41,0.26,0.15,0.0,1,0,2,0,0,0,0,0,0,0,
1576,43.46237,77.26502,46.05,40,1.66,260.02,0.62,0.37,-0.34,1,0,1,3,0,0,0,0,0,0,
1577,43.46195,77.26258,0.0,60,-6.98,260.23,0.11,0.06,-2.23,0,0,2,2,0,0,1,0,0,0,Sudden stop with speed drop of 46.0 km/h and hard braking (-6.98 m/s²)
1578,43.46171,77.26111,36.19,40,2.0,260.73,0.24,0.16,1.0,0,0,1,3,0,0,0,0,0,0,
1579,43.46151,77.2597,79.79,100,2.0,261.93,0.18,0.09,0.0,1,0,0,1,0,0,0,0,0,0,
1580,43.46133,77.25801,43.67,100,-3.0,263.92,0.41,0.23,-1.0,1,3,0,1,0,0,0,0,0,0,
1581,43.46122,77.25654,24.84,40,-3.0,265.72,1.21,1.04,0.0,0,1,1,1,0,0,0,0,0,0,
1582,43.46114,77.25533,34.49,40,2.0,266.22,0.25,0.17,1.0,1,0,1,1,0,0,0,0,0,0,
1583,43.4611,77.25463,130.4,100,-3.0,266.73,0.08,0.04,-1.0,1,1,0,2,0,0,0,0,0,1,Speeding at 130.4 km/h with limit 100 km/h (30% over)
1584,43.46105,77.25366,22.81,40,-3.0,267.05,0.23,0.21,0.0,0,3,1,1,0,0,0,0,0,0,
1585,43.46103,77.25301,54.74,100,2.0,268.24,0.2,0.1,1.0,2,0,0,1,0,0,0,0,0,0,
1586,43.46102,77.25238,41.76,60,2.0,269.09,0.47,0.27,0.0,0,1,2,1,0,0,0,0,0,0,
1587,43.46104,77.25161,97.29,100,-3.0,271.49,0.36,0.18,-1.0,0,0,0,3,0,0,0,0,0,0,
1588,43.46105,77.251,26.04,40,-3.0,270.94,0.35,0.29,0.0,2,0,1,2,0,0,0,0,0,0,
1589,43.46101,77.24979,28.65,60,2.0,268.11,2.19,1.7,1.0,1,3,2,3,0,0,0,0,0,0,
1590,43.461,77.24941,43.32,40,2.0,268.49,0.16,0.09,0.0,0,0,1,3,0,0,0,0,0,0,
1591,43.46096,77.2489,54.32,60,-3.0,265.52,1.3,0.65,-1.0,0,0,2,3,0,0,0,0,0,0,
1592,43.46094,77.24867,33.99,40,2.16,265.03,0.25,0.17,2.91,0,0,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 2.16 m/s² (above +2 threshold)
1593,43.46091,77.24831,48.83,100,-3.0,265.24,0.04,0.02,-0.69,0,3,0,3,0,0,0,0,0,0,
1594,43.46087,77.2475,17.3,40,-3.0,267.17,1.74,1.91,0.0,1,2,1,2,0,0,0,0,0,0,
1595,43.46086,77.24673,21.94,60,0.92,269.26,2.01,1.89,1.0,1,3,2,3,0,0,0,0,0,0,
1596,43.46086,77.2465,19.51,40,2.0,270.0,0.61,0.62,1.0,2,0,1,2,0,0,0,0,0,0,
1597,43.46086,77.24627,79.88,100,2.0,270.0,0.0,0.0,0.0,1,0,0,3,0,0,0,0,0,0,
1598,43.46087,77.24546,59.63,40,-3.0,270.71,0.43,0.34,-1.0,0,0,1,2,0,0,0,0,0,1,Speeding at 59.63 km/h with limit 40 km/h (49% over)
1599,43.46084,77.24415,14.23,40,2.0,268.69,2.1,2.6,1.0,0,3,1,2,0,0,0,0,0,0,
1600,43.46079,77.24303,53.4,100,2.0,267.44,0.21,0.11,0.0,2,1,0,3,0,0,0,0,0,0,
1601,43.46072,77.24181,130.73,100,-3.0,266.72,0.13,0.07,-1.0,2,0,0,1,0,0,0,0,0,1,Speeding at 130.73 km/h with limit 100 km/h (31% over)
1602,43.46062,77.24064,24.62,60,2.0,265.11,1.41,1.22,1.0,1,0,2,0,0,0,0,0,0,0,
1603,43.45971,77.23248,93.36,100,1.66,263.64,0.22,0.11,-0.34,0,0,0,2,0,0,0,0,0,0,
1604,43.4596,77.23141,28.62,40,-3.0,264.13,0.29,0.23,-1.0,0,1,1,0,0,0,0,0,0,0,
1605,43.45951,77.23031,65.87,100,0.55,265.32,0.18,0.09,1.0,1,1,0,1,0,0,0,0,0,0,
1606,43.4594,77.22883,29.94,100,-3.0,265.75,0.12,0.09,-1.0,1,3,0,0,0,0,0,0,0,0,
1607,43.45849,77.21231,28.82,40,2.0,266.85,0.65,0.5,1.0,0,0,1,3,0,0,0,0,0,0,
1608,43.45831,77.20903,42.12,60,2.0,266.86,0.01,0.0,0.0,1,0,2,3,0,0,0,0,0,0,
1609,43.45828,77.20859,51.08,60,3.84,266.1,0.35,0.18,2.1,0,0,2,0,0,1,0,0,0,0,Sudden acceleration with acceleration 3.84 m/s² (above +2 threshold)
1610,43.45824,77.20778,61.2,100,-3.0,267.17,0.16,0.08,-1.0,0,1,0,3,0,0,0,0,0,0,
1611,43.45821,77.20698,29.41,40,-3.0,267.85,0.4,0.3,0.0,0,2,1,2,0,0,0,0,0,0,
1612,43.45822,77.20653,73.95,100,-0.98,271.27,0.51,0.26,1.0,1,0,0,1,0,0,0,0,0,0,
1613,43.45826,77.20584,18.95,60,-2.85,326.75,45.88,49.23,-1.0,0,3,2,2,0,0,0,0,1,0,Tight turn with steering angle 49.23 deg (above 35 threshold) and yaw rate 45.88 deg/s
1614,43.45827,77.20535,26.74,40,0.26,271.17,1.35,1.11,1.0,1,1,1,3,0,0,0,0,0,0,
1615,43.45828,77.20342,27.7,40,2.0,270.3,0.53,0.42,1.0,0,2,1,2,0,0,0,0,0,0,
1616,43.45827,77.20277,73.69,100,0.06,286.06,38.66,30.93,-1.0,1,0,0,1,0,0,0,1,0,0,Sudden turn with yaw rate 38.66 deg/s (above 25 threshold) at speed 73.69 km/h
1617,43.45816,77.20127,27.84,40,-3.0,265.81,2.02,1.6,-1.0,0,3,1,3,0,0,0,0,0,0,
1618,43.45819,77.19958,46.05,60,2.0,271.02,2.65,1.42,1.0,1,0,2,1,0,0,0,0,0,0,
1619,43.4582,77.19906,42.25,100,2.0,271.1,0.02,0.01,0.0,0,3,0,2,0,0,0,0,0,0,
1620,43.4582,77.19836,76.73,100,-2.4,270.0,0.17,0.08,-1.0,0,1,0,3,0,0,0,0,0,0,
1621,43.4582,77.19833,36.49,60,-3.0,270.0,0.0,0.0,-0.6,0,1,2,1,0,0,0,0,0,0,
1622,43.45818,77.19765,29.15,40,-3.0,268.32,0.99,0.76,0.0,0,0,1,3,0,0,0,0,0,0,
1623,43.45803,77.19139,26.96,40,2.53,268.63,0.2,0.16,3.54,0,1,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 2.53 m/s² (above +2 threshold)
1624,43.45801,77.1905,40.67,100,1.69,268.71,0.01,0.01,-0.31,0,0,0,0,0,0,0,0,0,0,
1625,43.45798,77.18796,31.02,40,-3.0,269.32,0.34,0.25,-1.0,1,0,1,2,0,0,0,0,0,0,
1626,43.45799,77.18619,67.33,100,2.0,270.32,0.15,0.08,1.0,0,0,0,0,0,0,0,0,0,0,
1627,43.45803,77.18472,55.66,100,-6.23,271.56,0.2,0.1,-2.18,0,2,0,1,1,0,0,0,0,0,Sudden brake with acceleration -6.23 m/s² (below -6 threshold)
1628,43.45839,77.17848,42.59,100,2.0,273.3,0.26,0.13,0.0,0,0,0,2,0,0,0,0,0,0,
1629,43.45853,77.17641,73.87,100,-3.0,292.11,31.01,24.81,-1.0,1,1,0,2,0,0,0,1,0,0,Sudden turn with yaw rate 31.01 deg/s (above 25 threshold) at speed 73.87 km/h
1630,43.45856,77.17595,70.47,100,2.0,273.73,0.02,0.01,1.0,2,0,0,1,0,0,0,0,0,0,
1631,43.4586,77.1754,84.08,100,-3.0,274.16,0.06,0.03,-1.0,0,1,0,2,0,0,0,0,0,0,
1632,43.45905,77.16993,39.66,60,-7.87,274.7,0.32,0.19,-3.15,0,1,2,1,1,0,0,0,0,0,Sudden brake with acceleration -7.87 m/s² (below -6 threshold)
1633,43.45915,77.16903,27.89,40,-2.11,276.34,0.77,0.48,0.89,0,0,1,2,0,0,0,0,0,0,
1634,43.45919,77.16853,34.6,60,-3.0,274.57,1.16,0.78,-0.89,0,2,2,3,0,0,0,0,0,0,
1635,43.45922,77.16828,30.09,40,2.0,276.84,1.29,0.97,1.0,0,0,1,2,0,0,0,0,0,0,
1636,43.45934,77.1666,52.02,100,2.0,274.09,0.48,0.24,0.0,2,0,0,3,0,0,0,0,0,0,
1637,43.45939,77.16608,68.63,100,1.06,275.49,0.21,0.11,-0.94,0,0,0,3,0,0,0,0,0,0,
1638,43.45948,77.16493,54.57,100,0.42,274.47,0.17,0.09,-0.64,2,0,0,3,0,0,0,0,0,0,
1639,43.45957,77.16396,69.64,100,-3.0,275.3,0.12,0.06,-1.0,1,0,0,0,0,0,0,0,0,0,
1640,43.45969,77.16329,40.0,40,-5.47,280.15,2.34,1.51,-3.15,1,0,1,2,1,0,0,0,0,0,Sudden brake with acceleration -5.47 m/s² (below -6 threshold)
1641,43.45978,77.1627,0.0,60,-8.33,278.67,0.58,0.29,-4.11,0,0,2,1,0,0,1,0,0,0,Sudden stop with speed drop of 40.0 km/h and hard braking (-8.33 m/s²)
